date,close,ma200,ahr999,quantile5y,windowKind
2017-10-31,6463,,,,insufficient_samples
2017-11-01,6753.98,,,,insufficient_samples
2017-11-02,7019.98,,,,insufficient_samples
2017-11-03,7115.04,,,,insufficient_samples
2017-11-04,7357.09,,,,insufficient_samples
2017-11-05,7345.01,,,,insufficient_samples
2017-11-06,6960.12,,,,insufficient_samples
2017-11-07,7064.04,,,,insufficient_samples
2017-11-08,7303,,,,insufficient_samples
2017-11-09,7079.99,,,,insufficient_samples
2017-11-10,6506.98,,,,insufficient_samples
2017-11-11,6245.05,,,,insufficient_samples
2017-11-12,5811.03,,,,insufficient_samples
2017-11-13,6465.99,,,,insufficient_samples
2017-11-14,6574.99,,,,insufficient_samples
2017-11-15,7240.06,,,,insufficient_samples
2017-11-16,7864.5,,,,insufficient_samples
2017-11-17,7699.19,,,,insufficient_samples
2017-11-18,7761.94,,,,insufficient_samples
2017-11-19,8038,,,,insufficient_samples
2017-11-20,8212,,,,insufficient_samples
2017-11-21,8119.51,,,,insufficient_samples
2017-11-22,8205.92,,,,insufficient_samples
2017-11-23,8019.99,,,,insufficient_samples
2017-11-24,8138,,,,insufficient_samples
2017-11-25,8700.01,,,,insufficient_samples
2017-11-26,9128.02,,,,insufficient_samples
2017-11-27,9650,,,,insufficient_samples
2017-11-28,9896.8,,,,insufficient_samples
2017-11-29,9687.88,,,,insufficient_samples
2017-11-30,9838.96,,,,insufficient_samples
2017-12-01,10782.99,,,,insufficient_samples
2017-12-02,10890.01,,,,insufficient_samples
2017-12-03,11165.41,,,,insufficient_samples
2017-12-04,11579,,,,insufficient_samples
2017-12-05,11699.99,,,,insufficient_samples
2017-12-06,13550.05,,,,insufficient_samples
2017-12-07,16599,,,,insufficient_samples
2017-12-08,15880,,,,insufficient_samples
2017-12-09,14656.07,,,,insufficient_samples
2017-12-10,14899.98,,,,insufficient_samples
2017-12-11,16587.97,,,,insufficient_samples
2017-12-12,16349.99,,,,insufficient_samples
2017-12-13,16033.29,,,,insufficient_samples
2017-12-14,16334.98,,,,insufficient_samples
2017-12-15,17539.83,,,,insufficient_samples
2017-12-16,19102.66,,,,insufficient_samples
2017-12-17,18860.02,,,,insufficient_samples
2017-12-18,18856.25,,,,insufficient_samples
2017-12-19,17295.2,,,,insufficient_samples
2017-12-20,16488.98,,,,insufficient_samples
2017-12-21,15492.64,,,,insufficient_samples
2017-12-22,13326.61,,,,insufficient_samples
2017-12-23,13300,,,,insufficient_samples
2017-12-24,13500,,,,insufficient_samples
2017-12-25,13699.34,,,,insufficient_samples
2017-12-26,15689.01,,,,insufficient_samples
2017-12-27,15459.99,,,,insufficient_samples
2017-12-28,14182.11,,,,insufficient_samples
2017-12-29,14378.9,,,,insufficient_samples
2017-12-30,12440.01,,,,insufficient_samples
2017-12-31,13716.36,,,,insufficient_samples
2018-01-01,13380,,,,insufficient_samples
2018-01-02,14675.11,,,,insufficient_samples
2018-01-03,14919.51,,,,insufficient_samples
2018-01-04,15059.54,,,,insufficient_samples
2018-01-05,16960.39,,,,insufficient_samples
2018-01-06,17069.79,,,,insufficient_samples
2018-01-07,16150.03,,,,insufficient_samples
2018-01-08,14902.54,,,,insufficient_samples
2018-01-09,14400,,,,insufficient_samples
2018-01-10,14907.09,,,,insufficient_samples
2018-01-11,13238.78,,,,insufficient_samples
2018-01-12,13740.01,,,,insufficient_samples
2018-01-13,14210,,,,insufficient_samples
2018-01-14,13474.99,,,,insufficient_samples
2018-01-15,13539.93,,,,insufficient_samples
2018-01-16,10900,,,,insufficient_samples
2018-01-17,10988.79,,,,insufficient_samples
2018-01-18,10961.97,,,,insufficient_samples
2018-01-19,11474.98,,,,insufficient_samples
2018-01-20,12799.94,,,,insufficient_samples
2018-01-21,11530,,,,insufficient_samples
2018-01-22,10760.05,,,,insufficient_samples
2018-01-23,10799.18,,,,insufficient_samples
2018-01-24,11349.99,,,,insufficient_samples
2018-01-25,11175.27,,,,insufficient_samples
2018-01-26,11089,,,,insufficient_samples
2018-01-27,11491,,,,insufficient_samples
2018-01-28,11879.95,,,,insufficient_samples
2018-01-29,11251,,,,insufficient_samples
2018-01-30,10237.51,,,,insufficient_samples
2018-01-31,10285.1,,,,insufficient_samples
2018-02-01,9224.52,,,,insufficient_samples
2018-02-02,8873.03,,,,insufficient_samples
2018-02-03,9199.96,,,,insufficient_samples
2018-02-04,8184.81,,,,insufficient_samples
2018-02-05,6939.99,,,,insufficient_samples
2018-02-06,7652.14,,,,insufficient_samples
2018-02-07,7599,,,,insufficient_samples
2018-02-08,7784.02,,,,insufficient_samples
2018-02-09,8683.92,,,,insufficient_samples
2018-02-10,8533.98,,,,insufficient_samples
2018-02-11,8063.88,,,,insufficient_samples
2018-02-12,8903,,,,insufficient_samples
2018-02-13,8539.9,,,,insufficient_samples
2018-02-14,9449.99,,,,insufficient_samples
2018-02-15,10000.09,,,,insufficient_samples
2018-02-16,10159.98,,,,insufficient_samples
2018-02-17,11039.55,,,,insufficient_samples
2018-02-18,10383.43,,,,insufficient_samples
2018-02-19,11153,,,,insufficient_samples
2018-02-20,11200.99,,,,insufficient_samples
2018-02-21,10437.6,,,,insufficient_samples
2018-02-22,9811.04,,,,insufficient_samples
2018-02-23,10131.04,,,,insufficient_samples
2018-02-24,9694.51,,,,insufficient_samples
2018-02-25,9590,,,,insufficient_samples
2018-02-26,10324,,,,insufficient_samples
2018-02-27,10569.04,,,,insufficient_samples
2018-02-28,10326.76,,,,insufficient_samples
2018-03-01,10920,,,,insufficient_samples
2018-03-02,11039,,,,insufficient_samples
2018-03-03,11464.48,,,,insufficient_samples
2018-03-04,11515,8756.4903,4.038391819727782,,insufficient_samples
2018-03-05,11454,8792.3349,3.972492733923304,,insufficient_samples
2018-03-06,10716.48,8825.37545,3.4583318443309015,,insufficient_samples
2018-03-07,9910,8854.22555,2.942625912420088,,insufficient_samples
2018-03-08,9271.64,8880.152299999998,2.5637404056468576,,insufficient_samples
2018-03-09,9227,8906.207299999998,2.5272768752344907,,insufficient_samples
2018-03-10,8770.22,8929.8584,2.2732356124211917,,insufficient_samples
2018-03-11,9533.57,8956.956199999999,2.6733905504454487,,insufficient_samples
2018-03-12,9131.34,8981.03285,2.4417342751658118,,insufficient_samples
2018-03-13,9150,9005.379449999999,2.4408437024644805,,insufficient_samples
2018-03-14,8170,9024.542249999999,1.9384879141713782,,insufficient_samples
2018-03-15,8240.98,9044.197099999998,1.9646105045351603,,insufficient_samples
2018-03-16,8260,9063.563649999998,1.9660505646885325,,insufficient_samples
2018-03-17,7824.8,9079.75025,1.7581309082567014,,insufficient_samples
2018-03-18,8189.99,9097.9245,1.9188821444162971,,insufficient_samples
2018-03-19,8600,9117.300049999998,2.107657477762741,,insufficient_samples
2018-03-20,8909.98,9137.6754,2.2533716537768766,,insufficient_samples
2018-03-21,8885,9159.739699999998,2.231478810899102,,insufficient_samples
2018-03-22,8722.9,9180.808799999999,2.1421409538009812,,insufficient_samples
2018-03-23,8898.03,9204.798399999998,2.2193563397762968,,insufficient_samples
2018-03-24,8546.86,9225.70035,2.0394545715761194,,insufficient_samples
2018-03-25,8470.15,9244.952249999998,1.9953751842966574,,insufficient_samples
2018-03-26,8134.23,9262.165349999997,1.8336416383668253,,insufficient_samples
2018-03-27,7795.51,9279.728899999998,1.6780123623136947,,insufficient_samples
2018-03-28,7949.3,9298.181349999999,1.7383957332092768,,insufficient_samples
2018-03-29,7090.14,9312.980199999998,1.3783437987771063,,insufficient_samples
2018-03-30,6840.23,9326.139,1.2788632083040172,,insufficient_samples
2018-03-31,6923.91,9339.939949999998,1.3061452855084443,,insufficient_samples
2018-04-01,6813.01,9354.281549999998,1.2605171438318987,,insufficient_samples
2018-04-02,7056,9373.616449999998,1.346913567281118,,insufficient_samples
2018-04-03,7405.21,9392.142499999998,1.47804851887187,,insufficient_samples
2018-04-04,6796.1,9407.54825,1.2407113026256202,,insufficient_samples
2018-04-05,6770.76,9422.9021,1.2273463084587521,,insufficient_samples
2018-04-06,6601.39,9435.733999999999,1.1631120711123706,,insufficient_samples
2018-04-07,6895.8,9450.662799999998,1.2649788056671472,,insufficient_samples
2018-04-08,7018,9466.252799999998,1.3057943538521013,,insufficient_samples
2018-04-09,6782.72,9482.116449999998,1.2155667907314611,,insufficient_samples
2018-04-10,6843.9,9498.356599999997,1.2333478198921,,insufficient_samples
2018-04-11,6953.79,9514.225549999997,1.2689574183075623,,insufficient_samples
2018-04-12,7923,9535.540449999997,1.6408247151908217,,insufficient_samples
2018-04-13,7877.41,9555.323749999996,1.615848894312315,,insufficient_samples
2018-04-14,7999.01,9575.907049999998,1.6596751517418415,,insufficient_samples
2018-04-15,8355,9596.717049999997,1.8036499588365833,,insufficient_samples
2018-04-16,8064.92,9616.169149999996,1.6742942894368358,,insufficient_samples
2018-04-17,7885.02,9634.720799999997,1.5946015143871828,,insufficient_samples
2018-04-18,8173,9653.693249999997,1.7068972412871843,,insufficient_samples
2018-04-19,8278,9673.190849999997,1.7445015007884033,,insufficient_samples
2018-04-20,8856.98,9695.575749999996,1.9890265965608684,,insufficient_samples
2018-04-21,8915.31,9718.602299999997,2.0070804476572386,,insufficient_samples
2018-04-22,8787.02,9741.494449999998,1.9418084291466984,,insufficient_samples
2018-04-23,8934.01,9764.702349999998,1.9991061960555652,,insufficient_samples
2018-04-24,9619.99,9790.957299999998,2.3077012078180545,,insufficient_samples
2018-04-25,8869.99,9813.192249999998,1.954092653889875,,insufficient_samples
2018-04-26,9266,9836.32225,2.1238066087753293,,insufficient_samples
2018-04-27,8915.35,9856.964249999997,1.9586231482231147,,insufficient_samples
2018-04-28,9348,9879.788949999998,2.144674429854725,,insufficient_samples
2018-04-29,9419,9902.776799999998,2.1685968396808724,,insufficient_samples
2018-04-30,9246.01,9921.85685,2.0820769704598887,,insufficient_samples
2018-05-01,9071.48,9938.964349999998,1.9973363370722406,,insufficient_samples
2018-05-02,9247.84,9955.853599999999,2.0686803730781285,,insufficient_samples
2018-05-03,9750,9976.053649999998,2.290852858259872,,insufficient_samples
2018-05-04,9713.99,9995.823499999999,2.265578644279096,,insufficient_samples
2018-05-05,9864,10017.168499999998,2.327123655499045,,insufficient_samples
2018-05-06,9659.01,10037.903249999998,2.2229856163399866,,insufficient_samples
2018-05-07,9365,10056.308749999998,2.0823212132625524,,insufficient_samples
2018-05-08,9187.56,10072.196499999998,1.997576845378293,,insufficient_samples
2018-05-09,9310,10088.62165,2.0443328310689566,,insufficient_samples
2018-05-10,9002.2,10103.882549999998,1.905241740004241,,insufficient_samples
2018-05-11,8400,10116.302899999999,1.653998124984991,,insufficient_samples
2018-05-12,8465.94,10131.247449999999,1.674723580586136,,insufficient_samples
2018-05-13,8679.71,10146.196049999999,1.7547712254742422,,insufficient_samples
2018-05-14,8663.34,10160.203899999999,1.7427675839800147,,insufficient_samples
2018-05-15,8462,10173.66975,1.6576683958915903,,insufficient_samples
2018-05-16,8330,10186.721549999998,1.6015596124514888,,insufficient_samples
2018-05-17,8041.46,10196.07895,1.4886159539641408,,insufficient_samples
2018-05-18,8239.81,10206.6755,1.5586724425760563,,insufficient_samples
2018-05-19,8233.49,10215.52795,1.5522827001191128,,insufficient_samples
2018-05-20,8526.98,10224.39295,1.6606412496777883,,insufficient_samples
2018-05-21,8381.24,10231.19925,1.6005610671223431,,insufficient_samples
2018-05-22,7977.11,10235.5096,1.4468500285759676,,insufficient_samples
2018-05-23,7501.95,10236.2339,1.2773495509194508,,insufficient_samples
2018-05-24,7575.01,10237.383899999999,1.299987217669555,,insufficient_samples
2018-05-25,7457,10239.8683,1.257348888210888,,insufficient_samples
2018-05-26,7333.96,10241.217899999998,1.2139695857021426,,insufficient_samples
2018-05-27,7338.99,10241.397849999998,1.2135463289239852,,insufficient_samples
2018-05-28,7099,10241.4929,1.133535102782345,,insufficient_samples
2018-05-29,7461.29,10246.264449999999,1.2494741275031218,,insufficient_samples
2018-05-30,7375.96,10251.919,1.2183112123592115,,insufficient_samples
2018-05-31,7485.01,10260.2889,1.2514485822259502,,insufficient_samples
2018-06-01,7521.01,10265.563999999998,1.260721302466436,,insufficient_samples
2018-06-02,7640.03,10270.8892,1.298056558985691,,insufficient_samples
2018-06-03,7714.26,10273.2602,1.320851402807386,,insufficient_samples
2018-06-04,7487,10271.3727,1.2422908069996494,,insufficient_samples
2018-06-05,7625,10271.001750000001,1.286369067138385,,insufficient_samples
2018-06-06,7658.84,10270.486250000002,1.2956762556699402,,insufficient_samples
2018-06-07,7691.08,10268.751650000002,1.3046125427177717,,insufficient_samples
2018-06-08,7603.44,10265.708850000003,1.273265849428207,,insufficient_samples
2018-06-09,7491.73,10262.569950000003,1.234409769198195,,insufficient_samples
2018-06-10,6764.99,10255.365300000003,1.0055371072118648,,insufficient_samples
2018-06-11,6872,10249.625350000002,1.0364231751776056,,insufficient_samples
2018-06-12,6530,10241.585350000003,0.9349794785258795,,insufficient_samples
2018-06-13,6292.78,10229.549200000001,0.8678323202517038,,insufficient_samples
2018-06-14,6635.98,10217.089000000002,0.9646165420513061,,insufficient_samples
2018-06-15,6388.9,10200.783500000001,0.8940362651280377,,insufficient_samples
2018-06-16,6483.98,10183.719400000002,0.9208276394677855,,insufficient_samples
2018-06-17,6449.61,10167.528050000003,0.9109994878419432,,insufficient_samples
2018-06-18,6712.46,10151.895550000001,0.9866162475226371,,insufficient_samples
2018-06-19,6741.21,10131.68665,0.9953860203974069,,insufficient_samples
2018-06-20,6761.51,10111.04415,1.001739411569558,,insufficient_samples
2018-06-21,6718.84,10088.811300000001,0.9896417159038176,,insufficient_samples
2018-06-22,6045,10061.141300000001,0.8019383553374563,,insufficient_samples
2018-06-23,6149.98,10033.39125,0.8309248046691488,,insufficient_samples
2018-06-24,6136.97,9996.325850000001,0.8290797619353028,,insufficient_samples
2018-06-25,6252,9944.59085,0.8634687053581428,,insufficient_samples
2018-06-26,6070.78,9895.544750000001,0.8167928781844629,,insufficient_samples
2018-06-27,6133.73,9852.933050000001,0.8360143401262242,,insufficient_samples
2018-06-28,5853.98,9807.703050000002,0.7637172672620565,,insufficient_samples
2018-06-29,6197.92,9755.7528,0.8592040323208919,,insufficient_samples
2018-06-30,6390.07,9705.953200000002,0.916444402497533,,insufficient_samples
2018-07-01,6356.81,9657.570800000001,0.909937954350103,,insufficient_samples
2018-07-02,6615.29,9608.97235,0.9887588778861893,,insufficient_samples
2018-07-03,6513.86,9553.8425,0.9625801118306891,,insufficient_samples
2018-07-04,6586.98,9491.2641,0.9891348885081048,,insufficient_samples
2018-07-05,6529.2,9429.61,0.9765670797263118,,insufficient_samples
2018-07-06,6609.78,9368.377650000002,1.005668103996165,,insufficient_samples
2018-07-07,6756.98,9315.68655,1.055127288817265,,insufficient_samples
2018-07-08,6712.1,9266.802150000001,1.0448910544278824,,insufficient_samples
2018-07-09,6662.12,9222.649550000002,1.0325785080297103,,insufficient_samples
2018-07-10,6296.91,9187.501050000003,0.9244458695175122,,insufficient_samples
2018-07-11,6378.07,9152.891400000002,0.9504174674049046,,insufficient_samples
2018-07-12,6250.57,9116.644250000005,0.9148899242901135,,insufficient_samples
2018-07-13,6214.57,9079.220400000004,0.9065857241810775,,insufficient_samples
2018-07-14,6251.99,9032.035300000003,0.9207825054007052,,insufficient_samples
2018-07-15,6353.01,8986.500400000004,0.9539941141631885,,insufficient_samples
2018-07-16,6723.35,8949.206600000003,1.07111329493891,,insufficient_samples
2018-07-17,7317.44,8913.899300000005,1.2716588516114373,,insufficient_samples
2018-07-18,7381.9,8888.608750000005,1.295669495834059,,insufficient_samples
2018-07-19,7466.21,8857.358000000004,1.3278830550909264,,insufficient_samples
2018-07-20,7337.53,8827.145650000006,1.284739975797862,,insufficient_samples
2018-07-21,7398.78,8790.764000000005,1.3094885081065724,,insufficient_samples
2018-07-22,7394.79,8753.140400000006,1.311500387484135,,insufficient_samples
2018-07-23,7721.01,8716.447750000005,1.4333824321416808,,insufficient_samples
2018-07-24,8397.24,8673.632000000005,1.7009771435641086,,insufficient_samples
2018-07-25,8175.64,8629.161250000003,1.6179848158716437,,insufficient_samples
2018-07-26,7920,8588.011100000003,1.523107823901395,,insufficient_samples
2018-07-27,8188.57,8554.441250000003,1.6318151139929111,,insufficient_samples
2018-07-28,8225.04,8523.566450000004,1.6495859387207155,,insufficient_samples
2018-07-29,8211,8490.086000000003,1.647685330087675,,insufficient_samples
2018-07-30,8173.92,8464.761700000003,1.6349877296189044,,insufficient_samples
2018-07-31,7730.93,8434.716300000002,1.4653315017975708,,insufficient_samples
2018-08-01,7604.58,8401.689200000003,1.421023831931296,,insufficient_samples
2018-08-02,7525.71,8371.9428,1.3943154620892346,,insufficient_samples
2018-08-03,7418.78,8341.337050000004,1.3576777187559104,,insufficient_samples
2018-08-04,7009.84,8321.886250000003,1.2129336824954,,insufficient_samples
2018-08-05,7024.19,8302.063250000003,1.2187778036846364,,insufficient_samples
2018-08-06,6934.82,8281.927500000003,1.188865416602361,,insufficient_samples
2018-08-07,6720.06,8258.152900000003,1.1177198912019233,,insufficient_samples
2018-08-08,6285,8225.578200000004,0.9799181441668479,,insufficient_samples
2018-08-09,6529.79,8200.577150000003,1.059195092511077,,insufficient_samples
2018-08-10,6144.01,8177.496950000004,0.9388190041768816,,insufficient_samples
2018-08-11,6232.35,8154.662800000004,0.967103130869083,,insufficient_samples
2018-08-12,6308.33,8129.454500000004,0.9922461640739332,,insufficient_samples
2018-08-13,6246.35,8104.809900000005,0.9741793677023433,,insufficient_samples
2018-08-14,6188.08,8080.3053000000045,0.9573935758551105,,insufficient_samples
2018-08-15,6267.16,8054.186100000004,0.9835667990254374,,insufficient_samples
2018-08-16,6311.75,8026.345100000005,0.9994093921646854,,insufficient_samples
2018-08-17,6584.49,8003.012550000005,1.0890062998609504,,insufficient_samples
2018-08-18,6387.96,7983.764800000004,1.0257331229769797,,insufficient_samples
2018-08-19,6477.53,7964.726950000003,1.0554655214849549,,insufficient_samples
2018-08-20,6254.84,7949.878550000005,0.9843431782773299,,insufficient_samples
2018-08-21,6480,7937.913400000004,1.0563237007772481,,insufficient_samples
2018-08-22,6360.89,7923.718050000004,1.0179796115536455,,insufficient_samples
2018-08-23,6525.01,7915.419050000004,1.0705326889074112,,insufficient_samples
2018-08-24,6681.64,7914.127300000004,1.120866679200689,,insufficient_samples
2018-08-25,6733.64,7909.534800000002,1.1371539400616735,,insufficient_samples
2018-08-26,6700,7905.039800000002,1.1245939195335857,,insufficient_samples
2018-08-27,6908.64,7900.662900000001,1.194405397638187,,insufficient_samples
2018-08-28,7076.11,7892.623850000001,1.252212662310382,,insufficient_samples
2018-08-29,7031.22,7885.110050000001,1.2355045411943866,,insufficient_samples
2018-08-30,6984.84,7879.714850000002,1.2180741999218863,,insufficient_samples
2018-08-31,7011.21,7870.255900000002,1.2267306394313882,,insufficient_samples
2018-09-01,7200.01,7863.556450000003,1.292648075407854,,insufficient_samples
2018-09-02,7302.01,7852.816550000001,1.3291491256693744,,insufficient_samples
2018-09-03,7263.02,7839.131200000001,1.3151105676347365,,insufficient_samples
2018-09-04,7359.06,7825.1266000000005,1.3503011717651716,,insufficient_samples
2018-09-05,6700,7803.428850000001,1.1205294422226584,,insufficient_samples
2018-09-06,6516.01,7784.091750000001,1.060710078539162,,insufficient_samples
2018-09-07,6395.54,7760.3044500000005,1.0232907668886275,,insufficient_samples
2018-09-08,6185.05,7735.224750000001,0.95855997501778,,insufficient_samples
2018-09-09,6250.81,7714.290800000002,0.9800878681108697,,insufficient_samples
2018-09-10,6312,7696.795600000001,0.9999891265985089,,insufficient_samples
2018-09-11,6294.91,7677.61495,0.9954214711377056,,insufficient_samples
2018-09-12,6338.62,7660.835500000002,1.0098359106633856,,insufficient_samples
2018-09-13,6487.38,7645.3224,1.058190408638295,,insufficient_samples
2018-09-14,6476.63,7626.085550000001,1.0556041505962586,,insufficient_samples
2018-09-15,6514.96,7605.815149999998,1.0692177725376015,,insufficient_samples
2018-09-16,6505,7586.706349999999,1.0668756364068017,,insufficient_samples
2018-09-17,6248.69,7563.349799999997,0.9858718983114949,,insufficient_samples
2018-09-18,6336.45,7539.837049999997,1.0152458564870315,,insufficient_samples
2018-09-19,6391.89,7514.474099999997,1.0348700122079435,,insufficient_samples
2018-09-20,6492,7489.359099999997,1.0693577640900458,,insufficient_samples
2018-09-21,6759.02,7465.884199999997,1.1608655531545164,,insufficient_samples
2018-09-22,6723.05,7445.917049999996,1.149728911443275,,insufficient_samples
2018-09-23,6708,7429.907049999996,1.1451678458832313,,insufficient_samples
2018-09-24,6581.39,7416.455799999996,1.1025312678528174,,insufficient_samples
2018-09-25,6447.54,7402.558499999997,1.0583862098767576,,insufficient_samples
2018-09-26,6465.12,7391.0329999999985,1.0640744799669464,,insufficient_samples
2018-09-27,6689.13,7376.8107999999975,1.1394122249654317,,insufficient_samples
2018-09-28,6634.58,7364.326999999998,1.1209610242474568,,insufficient_samples
2018-09-29,6596.38,7351.558899999996,1.1081926310116594,,insufficient_samples
2018-09-30,6626.57,7343.841749999998,1.1176980610119,,insufficient_samples
2018-10-01,6611.61,7335.6948999999995,1.1120657978555157,,insufficient_samples
2018-10-02,6525.79,7327.023849999999,1.0828869824037284,,insufficient_samples
2018-10-03,6510,7320.44985,1.0768524964419455,,insufficient_samples
2018-10-04,6593.79,7312.468849999999,1.1041443838385696,,insufficient_samples
2018-10-05,6635.65,7302.647099999998,1.1178773676887452,,insufficient_samples
2018-10-06,6594.27,7291.068549999999,1.1039206730395157,,insufficient_samples
2018-10-07,6615.26,7279.719849999999,1.1108694632460347,,insufficient_samples
2018-10-08,6673.01,7269.470399999998,1.130090174966269,,insufficient_samples
2018-10-09,6656.61,7258.263299999999,1.1244353455455927,,insufficient_samples
2018-10-10,6631,7248.683999999999,1.115446460686016,,insufficient_samples
2018-10-11,6252.68,7237.596649999998,0.9916922758816376,,insufficient_samples
2018-10-12,6298.01,7228.415549999997,1.0057539344721902,,insufficient_samples
2018-10-13,6332.93,7221.102649999995,1.01630362478279,,insufficient_samples
2018-10-14,6339.34,7213.052849999996,1.0178323516040642,,insufficient_samples
2018-10-15,6752.5,7211.364649999998,1.1532112217368224,,insufficient_samples
2018-10-16,6759.27,7210.9598499999975,1.1537021379031676,,insufficient_samples
2018-10-17,6740.89,7210.044749999996,1.1457080351959827,,insufficient_samples
2018-10-18,6618.96,7209.074499999996,1.1029806411269292,,insufficient_samples
2018-10-19,6528.88,7206.438899999996,1.0718035838125048,,insufficient_samples
2018-10-20,6588.4,7202.354849999995,1.090271832040369,,insufficient_samples
2018-10-21,6590.11,7201.324899999996,1.089214360668634,,insufficient_samples
2018-10-22,6581.2,7200.377099999996,1.0846424997151785,,insufficient_samples
2018-10-23,6553.51,7200.1376999999975,1.073816950342805,,insufficient_samples
2018-10-24,6565.5,7198.4861999999985,1.0762401760108127,,insufficient_samples
2018-10-25,6528.09,7196.036649999998,1.0626383953557965,,insufficient_samples
2018-10-26,6538.63,7194.8161999999975,1.0645166581807863,,insufficient_samples
2018-10-27,6505.6,7193.1246999999985,1.0523204223969709,,insufficient_samples
2018-10-28,6489.93,7190.805399999998,1.0458894802164747,,insufficient_samples
2018-10-29,6344.5,7182.912899999997,0.9990106947154931,,insufficient_samples
2018-10-30,6330.87,7175.180199999998,0.994174773460948,,insufficient_samples
2018-10-31,6371.93,7167.044799999998,1.0066155994757244,,insufficient_samples
2018-11-01,6410,7157.3197999999975,1.01840527413223,,insufficient_samples
2018-11-02,6433.98,7149.1650999999965,1.0255397700901852,,insufficient_samples
2018-11-03,6387.09,7141.675449999998,1.0100619140858595,,insufficient_samples
2018-11-04,6485.85,7133.239699999998,1.041076941085916,,insufficient_samples
2018-11-05,6468.99,7124.194649999999,1.0353019552115676,,insufficient_samples
2018-11-06,6519.11,7112.505299999999,1.0514244459753574,,insufficient_samples
2018-11-07,6578.46,7100.82105,1.0706767291235946,,insufficient_samples
2018-11-08,6479.84,7089.28515,1.038817292837244,,insufficient_samples
2018-11-09,6419.99,7076.71505,1.0198700484692726,,insufficient_samples
2018-11-10,6433.05,7060.78035,1.024669911490977,,insufficient_samples
2018-11-11,6449.81,7048.6794500000005,1.030111172029078,,insufficient_samples
2018-11-12,6453.07,7034.614800000001,1.0315394137315235,,insufficient_samples
2018-11-13,6457.66,7022.32635,1.033137946813012,,insufficient_samples
